job_title,job_description,location,experience_text,source,company,salary_text,salary_lpa,salary_source,exp_min,exp_max,exp_mid,exp_band,tier,text_for_nlp,skills_extracted,skill_count,salary_disclosed
Technical Lead - Data Engineering,"coding, database design, engineering projects, support services, application development, data mining, big data, analytics",Bangalore/Bengaluru,4-9,naukri_ds_india,mfine,,17.09,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"technical lead - data engineering coding, database design, engineering projects, support services, application development, data mining, big data, analytics",['Spark'],1,
Data Lead Engineer - Pre - Sales,"it skills, cloud, oracle, ms sql, big data, aws, azure, data migration",Bangalore/Bengaluru,2-3,naukri_ds_india,Persistent,,6.36,estimated,2,3,2.5,1-3 yrs (Junior),MNC/IT Services,"data lead engineer - pre - sales it skills, cloud, oracle, ms sql, big data, aws, azure, data migration","['SQL', 'Azure', 'Spark', 'AWS']",4,
Lead Data Solution Engineer,"it skills, java, python, big data, computer science, performance tuning, debugging, olap",Bangalore/Bengaluru,6-8,naukri_ds_india,Razorpay,,22.43,estimated,6,8,7.0,5-8 yrs (Senior),Product,"lead data solution engineer it skills, java, python, big data, computer science, performance tuning, debugging, olap","['Java', 'Python', 'Spark']",3,
Tech Lead - Data Science Engineer,"data science, c + +, augmented reality, problem solving, machine learning, deep learning, android",Bangalore/Bengaluru,2-5,naukri_ds_india,Myntra,,14.54,estimated,2,5,3.5,3-5 yrs (Mid),Product,"tech lead - data science engineer data science, c + +, augmented reality, problem solving, machine learning, deep learning, android",['Machine Learning'],1,
Data Science Engineer - IIT/NIT/BITS,"pandas, data science, numpy, scipy, powerbi, python, machine learning, written",Bangalore/Bengaluru,0-5,naukri_ds_india,TalentStack,,7.09,estimated,0,5,2.5,1-3 yrs (Junior),Startup/Other,"data science engineer - iit/nit/bits pandas, data science, numpy, scipy, powerbi, python, machine learning, written","['Machine Learning', 'Power BI', 'NumPy', 'Pandas', 'Python']",5,
Associate Data Processing Analyst,"trade, managed services, pdf, excel, quality audit, data processing analyst, ms word, monitoring",Bangalore/Bengaluru,2-7,naukri_ds_india,"E2open, LLC",,10.85,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"associate data processing analyst trade, managed services, pdf, excel, quality audit, data processing analyst, ms word, monitoring",['Excel'],1,
Associate Data Management Analyst,"plsql, verbal, excel, written communication, sql, data management, microsoft suite, it skills",Bangalore/Bengaluru,3-6,naukri_ds_india,"E2open, LLC",,10.52,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"associate data management analyst plsql, verbal, excel, written communication, sql, data management, microsoft suite, it skills","['SQL', 'Communication', 'Excel']",3,
Associate Data Programming Analyst,"trade, managed services, excel, pdf, programmer analyst, sql database, database associate, quality audit",Bangalore/Bengaluru,1-2,naukri_ds_india,"E2open, LLC",,6.88,estimated,1,2,1.5,1-3 yrs (Junior),Startup/Other,"associate data programming analyst trade, managed services, excel, pdf, programmer analyst, sql database, database associate, quality audit","['SQL', 'Excel']",2,
"Opening For Senior DATA Engineer - ETL, Spark, Scala & AWS | PAN India","scala, spark, etl, aws, it skills","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-8,naukri_ds_india,NeoSoft Technologies,,19.8,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,"opening for senior data engineer - etl, spark, scala & aws | pan india scala, spark, etl, aws, it skills","['ETL', 'Scala', 'Spark', 'AWS']",4,
Senior Data Engineer,"data engineering, python, kafka, aws, mongodb, sql",Bangalore/Bengaluru,5-7,naukri_ds_india,DTDHI HEALTH INDIA PRIVATE LIMITED,,16.08,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,"senior data engineer data engineering, python, kafka, aws, mongodb, sql","['NoSQL', 'MongoDB', 'Kafka', 'SQL', 'Python', 'AWS']",6,
Sr Azure Data Engineer Remote,"azure, data engineering, pyspark, synapse, azure data engineer, adf, data lake","Pune, Bangalore/Bengaluru, Delhi / NCR",4-9,naukri_ds_india,Team Plus Staffing Solution Pvt Ltd,,18.36,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"sr azure data engineer remote azure, data engineering, pyspark, synapse, azure data engineer, adf, data lake","['Azure', 'Spark']",2,
Senior Data Platform Engineer,"computer science, automation, mysql, perl, ruby, distribution system, unix shell scripting, monitoring",Bangalore/Bengaluru,3-7,naukri_ds_india,Bukuwarung,,10.54,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"senior data platform engineer computer science, automation, mysql, perl, ruby, distribution system, unix shell scripting, monitoring",['SQL'],1,
Sr Data Engineer,"hadoop, hive, artificial intelligence, neural networks, big data, spark, machine learning, python",Bangalore/Bengaluru,2-7,naukri_ds_india,Micron Tech,,11.77,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"sr data engineer hadoop, hive, artificial intelligence, neural networks, big data, spark, machine learning, python","['Machine Learning', 'SQL', 'Python', 'Spark']",4,
Sr Data Engineer,"big data engineering, business intelligence, advanced analytics, data engineer, data engineering, big data processing",Bangalore/Bengaluru,6-11,naukri_ds_india,Micron Tech,,29.46,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"sr data engineer big data engineering, business intelligence, advanced analytics, data engineer, data engineering, big data processing",['Spark'],1,
Associate Consultant - Data Visualization,"computer science, front end, data modeling, access management, cloud, data visualization, business intelligence, data warehousing",Bangalore/Bengaluru,1-4,naukri_ds_india,KPMG,,7.68,estimated,1,4,2.5,1-3 yrs (Junior),Consulting,"associate consultant - data visualization computer science, front end, data modeling, access management, cloud, data visualization, business intelligence, data warehousing","['Data Modeling', 'Data Visualization']",2,
Sr Data Engineer - Azure,"it skills, java, python, machine learning, cloud, big data, aws, azure","Pune, Chennai, Bangalore/Bengaluru",10-15,naukri_ds_india,Atos,,26.74,estimated,10,15,12.5,8+ yrs (Lead),Startup/Other,"sr data engineer - azure it skills, java, python, machine learning, cloud, big data, aws, azure","['Machine Learning', 'Java', 'Spark', 'Azure', 'Python', 'AWS']",6,
Data Engineer/ Senior Data Engineer,"gcp, airflow, etl, data engineering, python",Bangalore/Bengaluru,2-6,naukri_ds_india,NTS Technology Services Private Limited,,11.92,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"data engineer/ senior data engineer gcp, airflow, etl, data engineering, python","['GCP', 'ETL', 'Airflow', 'Python']",4,
Senior Data Engineer,"performance tuning, ms sql, backend, enterprise applications, functional testing, json, stored procedures, unit testing","Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",6-11,naukri_ds_india,experionglobal,,22.37,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"senior data engineer performance tuning, ms sql, backend, enterprise applications, functional testing, json, stored procedures, unit testing",['SQL'],1,
Hiring For Oracle Sr. Data Engineer,"oracle database, etl tool, database development, cloud services, sql",Bangalore/Bengaluru,7-10,naukri_ds_india,Luxoft,,21.42,estimated,7,10,8.5,8+ yrs (Lead),Startup/Other,"hiring for oracle sr. data engineer oracle database, etl tool, database development, cloud services, sql","['ETL', 'SQL']",2,
Senior Data Engineer,"automation, information security, healthcare, data mining, risk management, business intelligence, operations, analytics",Bangalore/Bengaluru,3-7,naukri_ds_india,Refinitiv,,9.33,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"senior data engineer automation, information security, healthcare, data mining, risk management, business intelligence, operations, analytics",[],0,
Gcp Data Engineer,"cloud, bigquery, gcp, agile methodologies, elt, communication, analytical, big data","Noida, Kolkata, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",3-8,naukri_ds_india,Capgemini,,13.65,estimated,3,8,5.5,5-8 yrs (Senior),MNC/IT Services,"gcp data engineer cloud, bigquery, gcp, agile methodologies, elt, communication, analytical, big data","['GCP', 'Agile', 'Spark', 'Communication', 'SQL']",5,
Azure Data Engineer,"azure databricks, azure data lake, azure data factory, azure sql, adb, etl, datawarehouse, adf","Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-9,naukri_ds_india,DXC Technology,,19.22,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"azure data engineer azure databricks, azure data lake, azure data factory, azure sql, adb, etl, datawarehouse, adf","['ETL', 'SQL', 'Azure', 'Databricks']",4,
Data Engineer (Pyspark),"pyspark, big data, python, analytical, data mining, java, sql, it skills","Pune, Bangalore/Bengaluru",4-7,naukri_ds_india,Wipro,,14.59,estimated,4,7,5.5,5-8 yrs (Senior),MNC/IT Services,"data engineer (pyspark) pyspark, big data, python, analytical, data mining, java, sql, it skills","['SQL', 'Java', 'Python', 'Spark']",4,
Data Engineer: Data Modeling,"supply chain, metadata, sap, data modeling, data architecture, data lake, modelling, etl",Bangalore/Bengaluru,2-5,naukri_ds_india,IBM,,9.98,estimated,2,5,3.5,3-5 yrs (Mid),MNC/IT Services,"data engineer: data modeling supply chain, metadata, sap, data modeling, data architecture, data lake, modelling, etl","['Data Modeling', 'ETL']",2,
Job | Azure Data Engineer || Fractal Analytics,"sql, it skills, python, artificial intelligence, cloud, azure, azure data factory, pyspark","Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",5-10,naukri_ds_india,Fractal Analytics,,18.37,estimated,5,10,7.5,5-8 yrs (Senior),Consulting,"job | azure data engineer || fractal analytics sql, it skills, python, artificial intelligence, cloud, azure, azure data factory, pyspark","['Azure', 'SQL', 'Python', 'Spark']",4,
Data Engineer - II,"r, git, shell scripting, sql, python, predictive modeling, algorithms, segmentation",Bangalore/Bengaluru,2-4,naukri_ds_india,Applied Materials,,7.08,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"data engineer - ii r, git, shell scripting, sql, python, predictive modeling, algorithms, segmentation","['Git', 'SQL', 'Python', 'R']",4,
Data Engineer II,"unix, computer science, automation, front end, data management, coding, analytical, agile",Bangalore/Bengaluru,2-6,naukri_ds_india,Flipkart,,13.27,estimated,2,6,4.0,3-5 yrs (Mid),Product,"data engineer ii unix, computer science, automation, front end, data management, coding, analytical, agile",['Agile'],1,
Principal Data Engineer,"it skills, java, python, software development, testing, cloud, big data, computer science",Bangalore/Bengaluru,5-8,naukri_ds_india,IHS Markit,,17.53,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,"principal data engineer it skills, java, python, software development, testing, cloud, big data, computer science","['Java', 'Python', 'Spark']",3,
External Data Engineer,"procurement, interpersonal skills, data science, analytical, agile, data quality, big data, data warehousing",Bangalore/Bengaluru,2-6,naukri_ds_india,Kimberly-Clark Lever Limited,,10.73,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"external data engineer procurement, interpersonal skills, data science, analytical, agile, data quality, big data, data warehousing","['Agile', 'Spark']",2,
Data Engineer - Flipkart AI Data Center,"data engineering, python, data modelling, hadoop., spark, sql",Bangalore/Bengaluru,2-5,naukri_ds_india,Flipkart,,13.98,estimated,2,5,3.5,3-5 yrs (Mid),Product,"data engineer - flipkart ai data center data engineering, python, data modelling, hadoop., spark, sql","['Data Modeling', 'SQL', 'Python', 'Spark']",4,
Data Engineer,"computer science, product management, data validation, data modeling, analytical, data mining, business intelligence, digital marketing",Bengaluru,4-9,naukri_ds_india,upGrad,,16.09,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"data engineer computer science, product management, data validation, data modeling, analytical, data mining, business intelligence, digital marketing","['Data Modeling', 'Git']",2,
Data Engineer-Azure-- PAN India Location,"adls, powerbi, synapse, sql db, databricks, azure stack, adf, data modelling","Noida, Pune, Bangalore/Bengaluru",8-13,naukri_ds_india,Infogain,,24.29,estimated,8,13,10.5,8+ yrs (Lead),Startup/Other,"data engineer-azure-- pan india location adls, powerbi, synapse, sql db, databricks, azure stack, adf, data modelling","['Azure', 'Data Modeling', 'SQL', 'Power BI', 'Databricks']",5,
Data Engineer,"redshift aws, data warehousing, talend, aws, python, java, power bi, aws s3","Mumbai, New Delhi, Pune, Bangalore/Bengaluru",4-8,naukri_ds_india,Hero FinCorp,,18.28,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data engineer redshift aws, data warehousing, talend, aws, python, java, power bi, aws s3","['ETL', 'Power BI', 'Java', 'SQL', 'Python', 'AWS']",6,
Staff Data Engineer,"it skills, python, javascript, tableau, computer science, san, nosql, pdf","Noida, Mumbai, Pune, Chennai, Bangalore/Bengaluru",6-11,naukri_ds_india,InnovAccer,,24.67,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"staff data engineer it skills, python, javascript, tableau, computer science, san, nosql, pdf","['Tableau', 'SQL', 'Python', 'NoSQL']",4,
Data Engineer,"big data, it skills, python, software development, testing, data science, cloud, oracle","Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Noida",5-7,naukri_ds_india,Axtria India Private Limited,,18.13,estimated,5,7,6.0,5-8 yrs (Senior),Startup/Other,"data engineer big data, it skills, python, software development, testing, data science, cloud, oracle","['Python', 'Spark']",2,
Big Data Engineer,"big data, tuning, agile, cloud native, java, snowsql, autosys, shell script","Indore, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",2-7,naukri_ds_india,Impetus,,11.32,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"big data engineer big data, tuning, agile, cloud native, java, snowsql, autosys, shell script","['SQL', 'Java', 'Agile', 'Spark']",4,
Data Engineer,"java, algorithms, hadoop, hive, scala, map reduce, spark, etl architecture","Gurgaon/Gurugram, Bangalore/Bengaluru",2-4,naukri_ds_india,Accolite Software India Pvt Ltd,,7.86,estimated,2,4,3.0,1-3 yrs (Junior),Startup/Other,"data engineer java, algorithms, hadoop, hive, scala, map reduce, spark, etl architecture","['ETL', 'Java', 'Spark', 'SQL', 'Scala']",5,
Data Engineer,"solution architecture, development testing, disaster recovery, architectural design, design development, archiving, data analytics, technical architecture","Gurgaon/Gurugram, Bangalore/Bengaluru",2-6,naukri_ds_india,Accolite Software India Pvt Ltd,,10.12,estimated,2,6,4.0,3-5 yrs (Mid),Startup/Other,"data engineer solution architecture, development testing, disaster recovery, architectural design, design development, archiving, data analytics, technical architecture",[],0,
HCL is hiring For Data engineer - Hyderabad/Pune/Bangalore,"pyspark, scala, git, hadoop, java, spark, pl / sql automation, sql","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-7,naukri_ds_india,HCL Technologies,,9.84,estimated,3,7,5.0,3-5 yrs (Mid),MNC/IT Services,"hcl is hiring for data engineer - hyderabad/pune/bangalore pyspark, scala, git, hadoop, java, spark, pl / sql automation, sql","['Java', 'Spark', 'Git', 'SQL', 'Scala']",5,
Data Engineer,"product management, vmware, data analysis, customer satisfaction, analytical, schema, data analytics, sql","Pune, Bangalore/Bengaluru",3-6,naukri_ds_india,Vmware,,10.76,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"data engineer product management, vmware, data analysis, customer satisfaction, analytical, schema, data analytics, sql",['SQL'],1,
Azure Data Engineer,"azure databricks, spark, etl, rest api, azure data lake, synapse, devops, scala","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",5-8,naukri_ds_india,Tech Mahindra,,15.94,estimated,5,8,6.5,5-8 yrs (Senior),MNC/IT Services,"azure data engineer azure databricks, spark, etl, rest api, azure data lake, synapse, devops, scala","['ETL', 'Spark', 'Azure', 'Scala', 'APIs', 'Databricks']",6,
Cloud Data Engineer Role at Genpact,"aws sagemaker, spark","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",3-8,naukri_ds_india,Genpact,,16.77,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"cloud data engineer role at genpact aws sagemaker, spark","['Spark', 'AWS']",2,
Data Engineer,"elastic search, lambda, gcp, kafka, azure data lake, datastores, aws",Bangalore/Bengaluru,8-12,naukri_ds_india,Zinnov Management Consulting,,26.03,estimated,8,12,10.0,8+ yrs (Lead),Startup/Other,"data engineer elastic search, lambda, gcp, kafka, azure data lake, datastores, aws","['GCP', 'Kafka', 'Azure', 'AWS']",4,
Cloud Data Engineer,"renewable energy, analytical, cloud, sql server integration services, siemens, manager technology, ssis, data warehousing",Bangalore/Bengaluru,3-7,naukri_ds_india,Siemens Gamesa Renewable Energy,,11.29,estimated,3,7,5.0,3-5 yrs (Mid),Startup/Other,"cloud data engineer renewable energy, analytical, cloud, sql server integration services, siemens, manager technology, ssis, data warehousing","['ETL', 'SQL']",2,
Scala data engineer,"scala, azure data factory, azure databricks","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Mumbai (All Areas)",3-8,naukri_ds_india,Capco,,17.13,estimated,3,8,5.5,5-8 yrs (Senior),Startup/Other,"scala data engineer scala, azure data factory, azure databricks","['Scala', 'Azure', 'Databricks']",3,
Opening For Azure Data engineer -Immediate-15 days,"data factory pipelines, azure data engineer, azure data bricks, python, azure, spark sql, microsoft data, scikit","Pune, Bangalore/Bengaluru",5-8,naukri_ds_india,Xoriant,,17.37,estimated,5,8,6.5,5-8 yrs (Senior),Startup/Other,"opening for azure data engineer -immediate-15 days data factory pipelines, azure data engineer, azure data bricks, python, azure, spark sql, microsoft data, scikit","['Azure', 'SQL', 'Python', 'Spark']",4,
Azure Data Engineer,"azure data factory, scala, sql server, big data, data engineer, data visualization, spark, data modeling","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",2-8,naukri_ds_india,Hitachi Ltd.,,12.49,estimated,2,8,5.0,3-5 yrs (Mid),Startup/Other,"azure data engineer azure data factory, scala, sql server, big data, data engineer, data visualization, spark, data modeling","['Data Visualization', 'Spark', 'Azure', 'Data Modeling', 'SQL', 'Scala']",6,
Hiring For Data Engineer- Kolkata / Bangalore,"pyspark, data analysis, python, big data, data mining","Kolkata, Bangalore/Bengaluru",5-10,naukri_ds_india,Crisil,,17.54,estimated,5,10,7.5,5-8 yrs (Senior),Startup/Other,"hiring for data engineer- kolkata / bangalore pyspark, data analysis, python, big data, data mining","['Python', 'Spark']",2,
Procurement Data Engineer,"procurement, data bricks, azure cloud, docker, kubernetes","Pune, Bangalore/Bengaluru",6-11,naukri_ds_india,Maersk,,29.62,estimated,6,11,8.5,8+ yrs (Lead),Startup/Other,"procurement data engineer procurement, data bricks, azure cloud, docker, kubernetes","['Azure', 'Docker']",2,
Data Engineer Business Intelligence,"framework manager, report studio, cognos 11 version, sql, cognos analytics, cognos, query, query management",Bangalore/Bengaluru,7-8,naukri_ds_india,Maintec Technologies,,16.43,estimated,7,8,7.5,5-8 yrs (Senior),Startup/Other,"data engineer business intelligence framework manager, report studio, cognos 11 version, sql, cognos analytics, cognos, query, query management",['SQL'],1,
Data Science Expert - Quality & Test Engineering,"data science, test engineering, data analysis, logistic regression, svm, data mining, numpy, sql",Bangalore/Bengaluru,12-16,naukri_ds_india,SAP India Pvt.Ltd,,18.28,estimated,12,16,14.0,8+ yrs (Lead),MNC/IT Services,"data science expert - quality & test engineering data science, test engineering, data analysis, logistic regression, svm, data mining, numpy, sql","['NumPy', 'SQL', 'Statistics']",3,
AWS Cloud Data Engineer,"sagemaker, s3, python, aws cloud, dynamo db, spark, glue, ec2","Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR",5-9,naukri_ds_india,Genpact,,18.0,estimated,5,9,7.0,5-8 yrs (Senior),Startup/Other,"aws cloud data engineer sagemaker, s3, python, aws cloud, dynamo db, spark, glue, ec2","['Python', 'Spark', 'AWS']",3,
Data Adoption + Business Analyst,"business analyst, data modeling, market risk, credit risk, sdlc, data dictionaries","Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",4-9,naukri_ds_india,Armour Corporate Services,,16.66,estimated,4,9,6.5,5-8 yrs (Senior),Startup/Other,"data adoption + business analyst business analyst, data modeling, market risk, credit risk, sdlc, data dictionaries",['Data Modeling'],1,
Data Engineer II,"performance tuning, architecture, data modeling, coding, scala, data processing, data quality, monitoring",Bangalore/Bengaluru,1-4,naukri_ds_india,Uber,,9.56,estimated,1,4,2.5,1-3 yrs (Junior),Product,"data engineer ii performance tuning, architecture, data modeling, coding, scala, data processing, data quality, monitoring","['Data Modeling', 'Scala']",2,
Azure Data Engineer,"interpersonal skills, architecture, project management, analytical, mentor, plsql, data analytics, management",Bangalore/Bengaluru,4-6,naukri_ds_india,DXC Technology,,11.18,estimated,4,6,5.0,3-5 yrs (Mid),Startup/Other,"azure data engineer interpersonal skills, architecture, project management, analytical, mentor, plsql, data analytics, management","['SQL', 'Azure']",2,
Data Engineer: Data Modeling,"business analysis, data modeling, agile, teradata, monitoring, agile methodologies, spark, java",Bangalore/Bengaluru,2-5,naukri_ds_india,IBM,,10.36,estimated,2,5,3.5,3-5 yrs (Mid),MNC/IT Services,"data engineer: data modeling business analysis, data modeling, agile, teradata, monitoring, agile methodologies, spark, java","['Data Modeling', 'Agile', 'Spark']",3,
Informatica _ Data Engineer,"computer science, automation, analytical, schema, debugging, agile, plsql, informatica",Bangalore/Bengaluru,3-6,naukri_ds_india,Schneider Electric,,9.62,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"informatica _ data engineer computer science, automation, analytical, schema, debugging, agile, plsql, informatica","['ETL', 'SQL', 'Agile']",3,
Data Engineer,"computer science, metadata, workflow, data analytics, data quality, information technology, auditing, data extraction",Bangalore/Bengaluru,4-8,naukri_ds_india,Baker Hughes,,14.75,estimated,4,8,6.0,5-8 yrs (Senior),Startup/Other,"data engineer computer science, metadata, workflow, data analytics, data quality, information technology, auditing, data extraction",[],0,
Data Engineer: Big Data,"it skills, java, python, software development, cloud, devops, big data, cloud computing","Bangalore/Bengaluru, Bengaluru/Bangalore",7-9,naukri_ds_india,IBM,,14.65,estimated,7,9,8.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: big data it skills, java, python, software development, cloud, devops, big data, cloud computing","['Java', 'Python', 'Spark']",3,
Data Engineer,"python, sql alchemy, airflow, ssrs, pytest, sql server, pyspark, ssis",Bangalore/Bengaluru,2-3,naukri_ds_india,Optum,,7.2,estimated,2,3,2.5,1-3 yrs (Junior),Startup/Other,"data engineer python, sql alchemy, airflow, ssrs, pytest, sql server, pyspark, ssis","['ETL', 'Spark', 'Airflow', 'SQL', 'Python']",5,
Data Engineer,"python, nginx, multithreading, git, web2py, django, oops, data structures",Bangalore/Bengaluru,4-7,naukri_ds_india,Applied Materials,,16.61,estimated,4,7,5.5,5-8 yrs (Senior),Startup/Other,"data engineer python, nginx, multithreading, git, web2py, django, oops, data structures","['Git', 'Python']",2,
Data Engineer: Big Data,"cloud computing, hadoop, cloud, big data, python, apache spark, hive, core java",Bangalore/Bengaluru,2-5,naukri_ds_india,IBM,,11.68,estimated,2,5,3.5,3-5 yrs (Mid),MNC/IT Services,"data engineer: big data cloud computing, hadoop, cloud, big data, python, apache spark, hive, core java","['SQL', 'Python', 'Spark']",3,
Data Engineer: Data Modeling,"business analysis, data modeling, agile, teradata, monitoring, hive, sql scripting, hadoop",Bangalore/Bengaluru,12-15,naukri_ds_india,IBM,,23.99,estimated,12,15,13.5,8+ yrs (Lead),MNC/IT Services,"data engineer: data modeling business analysis, data modeling, agile, teradata, monitoring, hive, sql scripting, hadoop","['Data Modeling', 'SQL', 'Agile', 'Spark']",4,
Data Engineer: Data Modeling,"business analysis, data modeling, agile, teradata, monitoring, data modelling, hadoop, pyspark",Bangalore/Bengaluru,12-15,naukri_ds_india,IBM,,20.6,estimated,12,15,13.5,8+ yrs (Lead),MNC/IT Services,"data engineer: data modeling business analysis, data modeling, agile, teradata, monitoring, data modelling, hadoop, pyspark","['Data Modeling', 'Agile', 'Spark']",3,
Data Engineer: Data Modeling,"business analysis, data modeling, agile, teradata, monitoring, python, communication, pyspark",Bangalore/Bengaluru,12-15,naukri_ds_india,IBM,,24.44,estimated,12,15,13.5,8+ yrs (Lead),MNC/IT Services,"data engineer: data modeling business analysis, data modeling, agile, teradata, monitoring, python, communication, pyspark","['Agile', 'Spark', 'Communication', 'Data Modeling', 'Python']",5,
Big Data Engineer,"big data platforms, greenplum, teradata, python, snowflake, hadoop, databricks, big data","Hyderabad/Secunderabad, Bangalore/Bengaluru",8-12,naukri_ds_india,Dell Technologies,,28.43,estimated,8,12,10.0,8+ yrs (Lead),Startup/Other,"big data engineer big data platforms, greenplum, teradata, python, snowflake, hadoop, databricks, big data","['Databricks', 'Python', 'Spark', 'Snowflake']",4,
Data Engineer III,"nosql, gcp, mysql, schema, scala, sensors, continuous improvement, big data",Bangalore/Bengaluru,4-7,naukri_ds_india,Walmart,,20.77,estimated,4,7,5.5,5-8 yrs (Senior),Product,"data engineer iii nosql, gcp, mysql, schema, scala, sensors, continuous improvement, big data","['GCP', 'NoSQL', 'Spark', 'SQL', 'Scala']",5,
Data Engineer II,"core java, data engineer ii, rdbms, idea generation, analytical, qms, agile, technology solutions",Bangalore/Bengaluru,3-6,naukri_ds_india,Philips,,10.01,estimated,3,6,4.5,3-5 yrs (Mid),Startup/Other,"data engineer ii core java, data engineer ii, rdbms, idea generation, analytical, qms, agile, technology solutions","['Java', 'Agile']",2,
Data Engineer: Data Integration,"coding, debugging, agile, business intelligence, unix shell scripting, data cleansing, interpersonal skills, time management",Bangalore/Bengaluru,6-10,naukri_ds_india,IBM,,14.77,estimated,6,10,8.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: data integration coding, debugging, agile, business intelligence, unix shell scripting, data cleansing, interpersonal skills, time management","['ETL', 'Agile']",2,
Staff Data Engineer,"maven, production support, db2, coding, mysql, debugging, agile, data structures",Bangalore/Bengaluru,1-5,naukri_ds_india,Visa,,6.35,estimated,1,5,3.0,1-3 yrs (Junior),Startup/Other,"staff data engineer maven, production support, db2, coding, mysql, debugging, agile, data structures","['SQL', 'Agile']",2,
Data Engineer: Big Data,"cloud computing, core java, interpersonal skills, hadoop, scala, programming, big data, unix shell scripting",Bangalore/Bengaluru,4-8,naukri_ds_india,IBM,,16.55,estimated,4,8,6.0,5-8 yrs (Senior),MNC/IT Services,"data engineer: big data cloud computing, core java, interpersonal skills, hadoop, scala, programming, big data, unix shell scripting","['Java', 'Scala', 'Spark']",3,
Microsoft Modern Data Platform Data Platform Engineer,"verbal, troubleshooting, power bi, datalake azure, written, microsoft modern data platform, sql, databricks",Bangalore/Bengaluru,4-6,naukri_ds_india,Accenture,,12.21,estimated,4,6,5.0,3-5 yrs (Mid),Consulting,"microsoft modern data platform data platform engineer verbal, troubleshooting, power bi, datalake azure, written, microsoft modern data platform, sql, databricks","['Azure', 'SQL', 'Power BI', 'Databricks']",4,
Data Engineer,"unix, computer science, data migration, data modeling, rdbms, database design, informatica, teradata",Bangalore/Bengaluru,3-4,naukri_ds_india,Siemens,,10.92,estimated,3,4,3.5,3-5 yrs (Mid),Startup/Other,"data engineer unix, computer science, data migration, data modeling, rdbms, database design, informatica, teradata","['Data Modeling', 'ETL']",2,
SDE III | Data Engineer | Data & Analytics,"customer service, technology, data structures, scala, big data, monitoring and logging, supply chain management, distributed systems",Bangalore/Bengaluru,6-8,naukri_ds_india,Grofers,,16.34,estimated,6,8,7.0,5-8 yrs (Senior),Startup/Other,"sde iii | data engineer | data & analytics customer service, technology, data structures, scala, big data, monitoring and logging, supply chain management, distributed systems","['Scala', 'Spark']",2,
Business Analyst - Data Governance (MNC Big4),"data governance, mdm, axon, informatica, communication, edc, business and technical metadata management, mdm tools","Mumbai, Hyderabad/Secunderabad, Pune, Delhi / NCR, Bangalore/Bengaluru",2-7,naukri_ds_india,AddWiz Business Consulting,,9.97,estimated,2,7,4.5,3-5 yrs (Mid),Startup/Other,"business analyst - data governance (mnc big4) data governance, mdm, axon, informatica, communication, edc, business and technical metadata management, mdm tools","['ETL', 'Communication']",2,
